filename,filesize,encoding,header
weights_09-0.32-0.93-0.26-0.91_1.hdf5,90000000,,
weights_09-0.32-0.93-0.26-0.91_2.hdf5,90000000,,
weights_09-0.32-0.93-0.26-0.91_3.hdf5,90000000,,
weights_09-0.32-0.93-0.26-0.91_4.hdf5,90000000,,
weights_09-0.32-0.93-0.26-0.91_5.hdf5,90000000,,
weights_09-0.32-0.93-0.26-0.91_6.hdf5,90000000,,
weights_09-0.32-0.93-0.26-0.91_7.hdf5,90000000,,
weights_09-0.32-0.93-0.26-0.91_8.hdf5,84487344,,
